"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","PASSCAR","TOT","PC_CHG","A","1955",23.4506324407147,
"CAN","PASSCAR","TOT","PC_CHG","A","1956",4.89686438653527,
"CAN","PASSCAR","TOT","PC_CHG","A","1957",-5.06803504107849,
"CAN","PASSCAR","TOT","PC_CHG","A","1958",-0.72384220448542,
"CAN","PASSCAR","TOT","PC_CHG","A","1959",11.0358177515477,
"CAN","PASSCAR","TOT","PC_CHG","A","1960",5.61750443524542,
"CAN","PASSCAR","TOT","PC_CHG","A","1961",-1.34737445632456,
"CAN","PASSCAR","TOT","PC_CHG","A","1962",12.2797299322106,
"CAN","PASSCAR","TOT","PC_CHG","A","1963",11.2570060577631,
"CAN","PASSCAR","TOT","PC_CHG","A","1964",11.6615113967207,
"CAN","PASSCAR","TOT","PC_CHG","A","1965",14.9572030539719,
"CAN","PASSCAR","TOT","PC_CHG","A","1966",-1.17214488781163,
"CAN","PASSCAR","TOT","PC_CHG","A","1967",-3.03796525379172,
"CAN","PASSCAR","TOT","PC_CHG","A","1968",9.24578954444784,
"CAN","PASSCAR","TOT","PC_CHG","A","1969",3.199193946484,
"CAN","PASSCAR","TOT","PC_CHG","A","1970",-16.154299792939,
"CAN","PASSCAR","TOT","PC_CHG","A","1971",21.2801640530609,
"CAN","PASSCAR","TOT","PC_CHG","A","1972",10.1275610805962,
"CAN","PASSCAR","TOT","PC_CHG","A","1973",13.8816139005718,
"CAN","PASSCAR","TOT","PC_CHG","A","1974",-3.12141626967328,
"CAN","PASSCAR","TOT","PC_CHG","A","1975",6.03263567437301,
"CAN","PASSCAR","TOT","PC_CHG","A","1976",-6.09845885443446,
"CAN","PASSCAR","TOT","PC_CHG","A","1977",5.90689295534273,
"CAN","PASSCAR","TOT","PC_CHG","A","1978",-0.673251989176476,
"CAN","PASSCAR","TOT","PC_CHG","A","1979",1.55301047054142,
"CAN","PASSCAR","TOT","PC_CHG","A","1980",-6.63999393680718,
"CAN","PASSCAR","TOT","PC_CHG","A","1981",-3.26366071771907,
"CAN","PASSCAR","TOT","PC_CHG","A","1982",-20.7424853748866,
"CAN","PASSCAR","TOT","PC_CHG","A","1983",17.1900142522183,
"CAN","PASSCAR","TOT","PC_CHG","A","1984",15.376083312529,
"CAN","PASSCAR","TOT","PC_CHG","A","1985",16.9659426136182,
"CAN","PASSCAR","TOT","PC_CHG","A","1986",-2.95313897098662,
"CAN","PASSCAR","TOT","PC_CHG","A","1987",-3.65672332754196,
"CAN","PASSCAR","TOT","PC_CHG","A","1988",-0.483154600050126,
"CAN","PASSCAR","TOT","PC_CHG","A","1989",-6.77939463942513,
"CAN","PASSCAR","TOT","PC_CHG","A","1990",-10.1506768065779,
"CAN","PASSCAR","TOT","PC_CHG","A","1991",-1.29934281173489,
"CAN","PASSCAR","TOT","PC_CHG","A","1992",-8.60747403465254,
"CAN","PASSCAR","TOT","PC_CHG","A","1993",-7.39025392720015,
"CAN","PASSCAR","TOT","PC_CHG","A","1994",1.30113334993123,
"CAN","PASSCAR","TOT","PC_CHG","A","1995",-10.4818717074682,
"CAN","PASSCAR","TOT","PC_CHG","A","1996",-1.405720765753,
"CAN","PASSCAR","TOT","PC_CHG","A","1997",11.7712846698317,
"CAN","PASSCAR","TOT","PC_CHG","A","1998",0.305734208922886,
"CAN","PASSCAR","TOT","PC_CHG","A","1999",8.86113540890484,
"CAN","PASSCAR","TOT","PC_CHG","A","2000",5.29715345736635,
"CAN","PASSCAR","TOT","PC_CHG","A","2001",2.29176455625548,
"CAN","PASSCAR","TOT","PC_CHG","A","2002",7.60644323487965,
"CAN","PASSCAR","TOT","PC_CHG","A","2003",-7.40651585956622,
"CAN","PASSCAR","TOT","PC_CHG","A","2004",-5.24243912302494,
"CAN","PASSCAR","TOT","PC_CHG","A","2005",3.06290795180606,
"CAN","PASSCAR","TOT","PC_CHG","A","2006",2.12251929078987,
"CAN","PASSCAR","TOT","PC_CHG","A","2007",-0.481833074208543,
"CAN","PASSCAR","TOT","PC_CHG","A","2008",4.13293085123103,
"CAN","PASSCAR","TOT","PC_CHG","A","2009",-16.4151122687968,
"CAN","PASSCAR","TOT","PC_CHG","A","2010",-5.00982383962997,
"CAN","PASSCAR","TOT","PC_CHG","A","2011",-2.34028053516265,
"CAN","PASSCAR","TOT","PC_CHG","A","2012",9.35966363289424,
"CAN","PASSCAR","TOT","PC_CHG","A","2013",0.170475592378482,
"CAN","PASSCAR","TOT","PC_CHG","A","2014",0.00304695200892359,
"CAN","PASSCAR","TOT","PC_CHG","A","2015",-6.21408465804326,
"CAN","PASSCAR","TOT","PC_CHG","A","2016",-7.07280442743556,
"CAN","PASSCAR","TOT","PC_CHG","A","2017",-2.10924220353707,
"CAN","PASSCAR","TOT","PC_CHG","A","2018",-10.9072918270983,
"CZE","PASSCAR","TOT","PC_CHG","A","2004",-6.11775318503607,
"CZE","PASSCAR","TOT","PC_CHG","A","2005",5.62379022712398,
"CZE","PASSCAR","TOT","PC_CHG","A","2006",3.28743103118677,
"CZE","PASSCAR","TOT","PC_CHG","A","2007",11.3411536448693,
"CZE","PASSCAR","TOT","PC_CHG","A","2008",4.64185811895262,
"CZE","PASSCAR","TOT","PC_CHG","A","2009",-8.132388224854,
"CZE","PASSCAR","TOT","PC_CHG","A","2010",1.11622582106998,
"CZE","PASSCAR","TOT","PC_CHG","A","2011",2.36761410543695,
"CZE","PASSCAR","TOT","PC_CHG","A","2012",0.226389008900016,
"CZE","PASSCAR","TOT","PC_CHG","A","2013",-5.31186058808654,
"CZE","PASSCAR","TOT","PC_CHG","A","2014",16.733638449492,
"CZE","PASSCAR","TOT","PC_CHG","A","2015",20.0417026321537,
"CZE","PASSCAR","TOT","PC_CHG","A","2016",12.4908493136444,
"CZE","PASSCAR","TOT","PC_CHG","A","2017",4.58310389575382,
"CZE","PASSCAR","TOT","PC_CHG","A","2018",-3.7401277637659,
"CZE","PASSCAR","TOT","PC_CHG","A","2019",-4.40718031495159,
"DNK","PASSCAR","TOT","PC_CHG","A","1956",5.06798072081145,
"DNK","PASSCAR","TOT","PC_CHG","A","1957",12.6185341138612,
"DNK","PASSCAR","TOT","PC_CHG","A","1958",6.51731160896131,
"DNK","PASSCAR","TOT","PC_CHG","A","1959",49.1196027510631,
"DNK","PASSCAR","TOT","PC_CHG","A","1960",22.0676324804317,
"DNK","PASSCAR","TOT","PC_CHG","A","1961",16.0432083281074,
"DNK","PASSCAR","TOT","PC_CHG","A","1962",27.9503357336828,
"DNK","PASSCAR","TOT","PC_CHG","A","1963",-21.6324375692941,
"DNK","PASSCAR","TOT","PC_CHG","A","1964",30.7742057182894,
"DNK","PASSCAR","TOT","PC_CHG","A","1965",-14.5047291310351,
"DNK","PASSCAR","TOT","PC_CHG","A","1966",18.8467100506146,
"DNK","PASSCAR","TOT","PC_CHG","A","1967",-3.92824912035205,
"DNK","PASSCAR","TOT","PC_CHG","A","1968",-5.3322075043538,
"DNK","PASSCAR","TOT","PC_CHG","A","1969",30.2375882175867,
"DNK","PASSCAR","TOT","PC_CHG","A","1970",-7.00258530655572,
"DNK","PASSCAR","TOT","PC_CHG","A","1971",-4.45256549514885,
"DNK","PASSCAR","TOT","PC_CHG","A","1972",-10.8288293495959,
"DNK","PASSCAR","TOT","PC_CHG","A","1973",31.0770660241797,
"DNK","PASSCAR","TOT","PC_CHG","A","1974",-35.0087783648338,
"DNK","PASSCAR","TOT","PC_CHG","A","1975",46.779880275974,
"DNK","PASSCAR","TOT","PC_CHG","A","1976",31.3229588794899,
"DNK","PASSCAR","TOT","PC_CHG","A","1977",-6.95599536793346,
"DNK","PASSCAR","TOT","PC_CHG","A","1978",-5.66925013435918,
"DNK","PASSCAR","TOT","PC_CHG","A","1979",-4.70857228531804,
"DNK","PASSCAR","TOT","PC_CHG","A","1980",-41.8152209827399,
"DNK","PASSCAR","TOT","PC_CHG","A","1981",-2.95155554954639,
"DNK","PASSCAR","TOT","PC_CHG","A","1982",19.133996489175,
"DNK","PASSCAR","TOT","PC_CHG","A","1983",36.0580971091776,
"DNK","PASSCAR","TOT","PC_CHG","A","1984",15.5845495332886,
"DNK","PASSCAR","TOT","PC_CHG","A","1985",17.2176861642797,
"DNK","PASSCAR","TOT","PC_CHG","A","1986",7.72939504669103,
"DNK","PASSCAR","TOT","PC_CHG","A","1987",-26.8107834361898,
"DNK","PASSCAR","TOT","PC_CHG","A","1988",-28.5766009317145,
"DNK","PASSCAR","TOT","PC_CHG","A","1989",-11.6221696519094,
"DNK","PASSCAR","TOT","PC_CHG","A","1990",3.03876206136158,
"DNK","PASSCAR","TOT","PC_CHG","A","1991",3.70003834877594,
"DNK","PASSCAR","TOT","PC_CHG","A","1992",0.823113995323753,
"DNK","PASSCAR","TOT","PC_CHG","A","1993",-2.87985991149815,
"DNK","PASSCAR","TOT","PC_CHG","A","1994",69.3314165976317,
"DNK","PASSCAR","TOT","PC_CHG","A","1995",-2.36125300372677,
"DNK","PASSCAR","TOT","PC_CHG","A","1996",4.57881395897194,
"DNK","PASSCAR","TOT","PC_CHG","A","1997",7.52575285712273,
"DNK","PASSCAR","TOT","PC_CHG","A","1998",6.31098180293171,
"DNK","PASSCAR","TOT","PC_CHG","A","1999",-11.0985095970118,
"DNK","PASSCAR","TOT","PC_CHG","A","2000",-21.215125630928,
"DNK","PASSCAR","TOT","PC_CHG","A","2001",-15.4171763484199,
"DNK","PASSCAR","TOT","PC_CHG","A","2002",16.110035998918,
"DNK","PASSCAR","TOT","PC_CHG","A","2003",-13.5280202154161,
"DNK","PASSCAR","TOT","PC_CHG","A","2004",26.9862488471622,
"DNK","PASSCAR","TOT","PC_CHG","A","2005",21.2456035840481,
"DNK","PASSCAR","TOT","PC_CHG","A","2006",5.47927687813809,
"DNK","PASSCAR","TOT","PC_CHG","A","2007",3.67664418481486,
"DNK","PASSCAR","TOT","PC_CHG","A","2008",-7.27346582061904,
"DNK","PASSCAR","TOT","PC_CHG","A","2009",-25.4966381925224,
"DNK","PASSCAR","TOT","PC_CHG","A","2010",36.8511078049693,
"DNK","PASSCAR","TOT","PC_CHG","A","2011",10.5328941372531,
"DNK","PASSCAR","TOT","PC_CHG","A","2012",-0.505318209124,
"DNK","PASSCAR","TOT","PC_CHG","A","2013",6.92984325425014,
"DNK","PASSCAR","TOT","PC_CHG","A","2014",4.29908714979268,
"DNK","PASSCAR","TOT","PC_CHG","A","2015",9.68265847172906,
"DNK","PASSCAR","TOT","PC_CHG","A","2016",7.65586590016067,
"DNK","PASSCAR","TOT","PC_CHG","A","2017",-0.450391732929389,
"DNK","PASSCAR","TOT","PC_CHG","A","2018",-1.35096694375338,
"DNK","PASSCAR","TOT","PC_CHG","A","2019",3.27582971361094,
"FIN","PASSCAR","TOT","PC_CHG","A","1956",26.8639130719382,
"FIN","PASSCAR","TOT","PC_CHG","A","1957",-0.118672927093532,
"FIN","PASSCAR","TOT","PC_CHG","A","1958",-25.302200640562,
"FIN","PASSCAR","TOT","PC_CHG","A","1959",47.2544951590595,
"FIN","PASSCAR","TOT","PC_CHG","A","1960",10.5997276100127,
"FIN","PASSCAR","TOT","PC_CHG","A","1961",18.0042462845011,
"FIN","PASSCAR","TOT","PC_CHG","A","1962",47.5422813961857,
"FIN","PASSCAR","TOT","PC_CHG","A","1963",27.3718355202185,
"FIN","PASSCAR","TOT","PC_CHG","A","1964",57.2350406893251,
"FIN","PASSCAR","TOT","PC_CHG","A","1965",21.9360416971114,
"FIN","PASSCAR","TOT","PC_CHG","A","1966",-21.1726872334688,
"FIN","PASSCAR","TOT","PC_CHG","A","1967",-16.5883262172332,
"FIN","PASSCAR","TOT","PC_CHG","A","1968",-26.4171577860137,
"FIN","PASSCAR","TOT","PC_CHG","A","1969",74.5149038064569,
"FIN","PASSCAR","TOT","PC_CHG","A","1970",8.94466655626788,
"FIN","PASSCAR","TOT","PC_CHG","A","1971",-18.2228784851906,
"FIN","PASSCAR","TOT","PC_CHG","A","1972",34.6229421136484,
"FIN","PASSCAR","TOT","PC_CHG","A","1973",17.0131560780291,
"FIN","PASSCAR","TOT","PC_CHG","A","1974",-18.5555714755286,
"FIN","PASSCAR","TOT","PC_CHG","A","1975",21.7172187554976,
"FIN","PASSCAR","TOT","PC_CHG","A","1976",-21.1802514899804,
"FIN","PASSCAR","TOT","PC_CHG","A","1977",-2.33099981662657,
"FIN","PASSCAR","TOT","PC_CHG","A","1978",-10.34943564597,
"FIN","PASSCAR","TOT","PC_CHG","A","1979",23.3532491530644,
"FIN","PASSCAR","TOT","PC_CHG","A","1980",3.62321735309391,
"FIN","PASSCAR","TOT","PC_CHG","A","1981",1.80030840400927,
"FIN","PASSCAR","TOT","PC_CHG","A","1982",21.900443064339,
"FIN","PASSCAR","TOT","PC_CHG","A","1983",-6.66894478918306,
"FIN","PASSCAR","TOT","PC_CHG","A","1984",6.2251402133573,
"FIN","PASSCAR","TOT","PC_CHG","A","1985",8.86843445223454,
"FIN","PASSCAR","TOT","PC_CHG","A","1986",3.63012318673728,
"FIN","PASSCAR","TOT","PC_CHG","A","1987",5.76721450344046,
"FIN","PASSCAR","TOT","PC_CHG","A","1988",14.542398918117,
"FIN","PASSCAR","TOT","PC_CHG","A","1989",1.79448529622476,
"FIN","PASSCAR","TOT","PC_CHG","A","1990",-21.7155565565002,
"FIN","PASSCAR","TOT","PC_CHG","A","1991",-33.4836487079351,
"FIN","PASSCAR","TOT","PC_CHG","A","1992",-25.8831161810023,
"FIN","PASSCAR","TOT","PC_CHG","A","1993",-18.5434811151473,
"FIN","PASSCAR","TOT","PC_CHG","A","1994",20.3542517372305,
"FIN","PASSCAR","TOT","PC_CHG","A","1995",18.8821594916742,
"FIN","PASSCAR","TOT","PC_CHG","A","1996",19.9524345975717,
"FIN","PASSCAR","TOT","PC_CHG","A","1997",9.05457581133256,
"FIN","PASSCAR","TOT","PC_CHG","A","1998",20.3278249303875,
"FIN","PASSCAR","TOT","PC_CHG","A","1999",8.40788542437038,
"FIN","PASSCAR","TOT","PC_CHG","A","2000",-1.26243361403715,
"FIN","PASSCAR","TOT","PC_CHG","A","2001",-18.7031492611606,
"FIN","PASSCAR","TOT","PC_CHG","A","2002",6.95068903754068,
"FIN","PASSCAR","TOT","PC_CHG","A","2003",25.9505784643779,
"FIN","PASSCAR","TOT","PC_CHG","A","2004",-3.23123367592686,
"FIN","PASSCAR","TOT","PC_CHG","A","2005",3.8691269051191,
"FIN","PASSCAR","TOT","PC_CHG","A","2006",-1.66103090556895,
"FIN","PASSCAR","TOT","PC_CHG","A","2007",-13.7838023335621,
"FIN","PASSCAR","TOT","PC_CHG","A","2008",11.1863840085339,
"FIN","PASSCAR","TOT","PC_CHG","A","2009",-35.1502480865475,
"FIN","PASSCAR","TOT","PC_CHG","A","2010",23.6422853988407,
"FIN","PASSCAR","TOT","PC_CHG","A","2011",12.6271330219932,
"FIN","PASSCAR","TOT","PC_CHG","A","2012",-11.7910092761437,
"FIN","PASSCAR","TOT","PC_CHG","A","2013",-7.01342824785634,
"FIN","PASSCAR","TOT","PC_CHG","A","2014",2.6871586680199,
"FIN","PASSCAR","TOT","PC_CHG","A","2015",2.43328469901635,
"FIN","PASSCAR","TOT","PC_CHG","A","2016",9.35489799669178,
"FIN","PASSCAR","TOT","PC_CHG","A","2017",-0.347058823529409,
"FIN","PASSCAR","TOT","PC_CHG","A","2018",1.61737795879818,
"FIN","PASSCAR","TOT","PC_CHG","A","2019",-5.23048836147878,
"FRA","PASSCAR","TOT","PC_CHG","A","1959",-4.78180906202974,
"FRA","PASSCAR","TOT","PC_CHG","A","1960",12.1518876207199,
"FRA","PASSCAR","TOT","PC_CHG","A","1961",12.5218997815893,
"FRA","PASSCAR","TOT","PC_CHG","A","1962",27.5844843971542,
"FRA","PASSCAR","TOT","PC_CHG","A","1963",14.2098398129406,
